NúmeroDeDistribuição,Ano,Mês,Ente,SiglaEstado,CodigoEnte,NomeEnte,TipoDistribuição,Substância,TipoAfetamento,Valor,DataCriacao
245,2007,2,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"8,8725000000000000000",2006-12-31 00:00:00
245,2007,2,Município,MG,3134004.0,ITINGA,Produtor,ESPODUMÊNIO,-,"487,4415000000000000000",2006-11-30 00:00:00
245,2007,2,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"487,4415000000000000000",2006-11-30 00:00:00
245,2007,2,Município,MG,3148707.0,PEDRA AZUL,Produtor,GRAFITA,-,"34519,5695000000000000000",2006-11-30 00:00:00
245,2007,2,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"4521,6145000000000000000",2006-12-31 00:00:00
245,2007,2,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"1280,0060000000000000000",2006-11-30 00:00:00
245,2007,2,Município,MG,3134004.0,ITINGA,Produtor,MINÉRIO DE OURO,-,"50,5440000000000000000",2006-12-31 00:00:00
246,2007,2,Município,MG,3119500.0,CORONEL MURTA,Produtor,GRANITO,-,"244,4390000000000000000",2006-01-31 00:00:00
247,2007,3,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"8,8725000000000000000",2007-01-31 00:00:00
247,2007,3,Município,MG,3134004.0,ITINGA,Produtor,ESPODUMÊNIO,-,"922,5905000000000000000",2006-12-31 00:00:00
247,2007,3,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"922,5905000000000000000",2006-12-31 00:00:00
247,2007,3,Município,MG,3148707.0,PEDRA AZUL,Produtor,GRAFITA,-,"31901,2655000000000000000",2006-12-31 00:00:00
247,2007,3,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"8034,6435000000000000000",2007-01-31 00:00:00
247,2007,3,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"5936,4955000000000000000",2007-01-31 00:00:00
247,2007,3,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"966,9985000000000000000",2006-12-31 00:00:00
247,2007,3,Município,MG,3103405.0,ARAÇUAÍ,Produtor,GRANITO,-,"845,2405000000000000000",2007-01-31 00:00:00
247,2007,3,Município,MG,3134004.0,ITINGA,Produtor,LEPIDOLITA,-,"157,6575000000000000000",2007-01-31 00:00:00
247,2007,3,Município,MG,3134004.0,ITINGA,Produtor,MINÉRIO DE OURO,-,"80,7040000000000000000",2007-01-31 00:00:00
249,2007,4,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"8,8725000000000000000",2007-02-28 00:00:00
249,2007,4,Município,MG,3134004.0,ITINGA,Produtor,CAULIM,-,"5250,4140000000000000000",2007-02-28 00:00:00
249,2007,4,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"1599,0195000000000000000",2007-01-31 00:00:00
249,2007,4,Município,MG,3134004.0,ITINGA,Produtor,ESPODUMÊNIO,-,"1599,0195000000000000000",2007-01-31 00:00:00
249,2007,4,Município,MG,3148707.0,PEDRA AZUL,Produtor,GRAFITA,-,"28061,4490000000000000000",2007-01-31 00:00:00
249,2007,4,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"15332,9670000000000000000",2007-02-28 00:00:00
249,2007,4,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"545,0770000000000000000",2007-01-31 00:00:00
249,2007,4,Município,MG,3103405.0,ARAÇUAÍ,Produtor,MINÉRIO DE LÍTIO,-,"67,3985000000000000000",2007-02-28 00:00:00
249,2007,4,Município,MG,3134004.0,ITINGA,Produtor,MINÉRIO DE OURO,-,"401,4595000000000000000",2005-06-30 00:00:00
249,2007,4,Município,MG,3134004.0,ITINGA,Produtor,MINÉRIO DE OURO,-,"123,5715000000000000000",2001-10-31 00:00:00
249,2007,4,Município,MG,3134004.0,ITINGA,Produtor,MINÉRIO DE OURO,-,"98,2735000000000000000",2001-07-31 00:00:00
249,2007,4,Município,MG,3134004.0,ITINGA,Produtor,MINÉRIO DE OURO,-,"91,2665000000000000000",2005-02-28 00:00:00
249,2007,4,Município,MG,3134004.0,ITINGA,Produtor,MINÉRIO DE OURO,-,"16,8870000000000000000",2007-02-28 00:00:00
249,2007,4,Município,MG,3134004.0,ITINGA,Produtor,MINÉRIO DE OURO,-,"14,1115000000000000000",2004-09-30 00:00:00
249,2007,4,Município,MG,3134004.0,ITINGA,Produtor,PEGMATITO,-,"9,2560000000000000000",2007-02-28 00:00:00
250,2007,4,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"1592,0125000000000000000",2007-01-31 00:00:00
251,2007,5,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"8,8725000000000000000",2007-03-31 00:00:00
251,2007,5,Município,MG,3134004.0,ITINGA,Produtor,CAULIM,-,"9957,8050000000000000000",2007-03-31 00:00:00
251,2007,5,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"1482,1430000000000000000",2007-02-28 00:00:00
251,2007,5,Município,MG,3134004.0,ITINGA,Produtor,ESPODUMÊNIO,-,"1482,1430000000000000000",2007-02-28 00:00:00
251,2007,5,Município,MG,3134004.0,ITINGA,Produtor,FELDSPATO,-,"118,3520000000000000000",2007-03-31 00:00:00
251,2007,5,Município,MG,3148707.0,PEDRA AZUL,Produtor,GRAFITA,-,"30063,9755000000000000000",2007-02-28 00:00:00
251,2007,5,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"13103,7985000000000000000",2007-03-31 00:00:00
251,2007,5,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"1545,3425000000000000000",2007-03-31 00:00:00
251,2007,5,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"1452,6590000000000000000",2007-02-28 00:00:00
251,2007,5,Município,MG,3103405.0,ARAÇUAÍ,Produtor,GRANITO,-,"1116,0045000000000000000",2007-03-31 00:00:00
251,2007,5,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"975,3380000000000000000",2007-02-28 00:00:00
251,2007,5,Município,MG,3119500.0,CORONEL MURTA,Produtor,GRANITO,-,"226,6680000000000000000",2006-05-31 00:00:00
251,2007,5,Município,MG,3119500.0,CORONEL MURTA,Produtor,GRANITO,-,"225,3420000000000000000",2006-03-31 00:00:00
251,2007,5,Município,MG,3119500.0,CORONEL MURTA,Produtor,GRANITO,-,"181,5580000000000000000",2006-04-30 00:00:00
251,2007,5,Município,MG,3103405.0,ARAÇUAÍ,Produtor,MINÉRIO DE LÍTIO,-,"64,5580000000000000000",2007-03-31 00:00:00
251,2007,5,Município,MG,3119500.0,CORONEL MURTA,Produtor,PEDRA CORADA,-,"8,5280000000000000000",2007-03-31 00:00:00
253,2007,6,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"8,8725000000000000000",2007-04-30 00:00:00
253,2007,6,Município,MG,3141405.0,MEDINA,Produtor,CAULIM,-,"590,5705000000000000000",2007-02-28 00:00:00
253,2007,6,Município,MG,3134004.0,ITINGA,Produtor,ESPODUMÊNIO,-,"1759,9335000000000000000",2007-03-31 00:00:00
253,2007,6,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"1759,9335000000000000000",2007-03-31 00:00:00
253,2007,6,Município,MG,3148707.0,PEDRA AZUL,Produtor,GRAFITA,-,"38115,7335000000000000000",2007-03-31 00:00:00
253,2007,6,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"4406,6685000000000000000",2007-04-30 00:00:00
253,2007,6,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"879,6125000000000000000",2007-04-30 00:00:00
253,2007,6,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"700,4270000000000000000",2007-04-30 00:00:00
253,2007,6,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"548,3660000000000000000",2007-03-31 00:00:00
253,2007,6,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"543,6860000000000000000",2007-02-28 00:00:00
253,2007,6,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"418,4765000000000000000",2007-03-31 00:00:00
253,2007,6,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"54,1970000000000000000",2007-01-31 00:00:00
254,2007,6,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"154,1345000000000000000",2007-01-31 00:00:00
254,2007,6,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"133,7310000000000000000",2007-03-31 00:00:00
254,2007,6,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"95,5825000000000000000",2007-04-30 00:00:00
254,2007,6,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"1351,5970000000000000000",2007-03-31 00:00:00
256,2007,7,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"225,0040000000000000000",2006-09-30 00:00:00
256,2007,7,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"220,4345000000000000000",2006-03-31 00:00:00
256,2007,7,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"219,4140000000000000000",2006-05-31 00:00:00
256,2007,7,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"200,2780000000000000000",2006-11-30 00:00:00
256,2007,7,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"196,1440000000000000000",2006-07-31 00:00:00
256,2007,7,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"191,0740000000000000000",2006-04-30 00:00:00
256,2007,7,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"178,7890000000000000000",2006-08-31 00:00:00
256,2007,7,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"177,4045000000000000000",2006-02-28 00:00:00
256,2007,7,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"165,3665000000000000000",2006-01-31 00:00:00
256,2007,7,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"162,3440000000000000000",2006-10-31 00:00:00
256,2007,7,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"127,5820000000000000000",2006-06-30 00:00:00
256,2007,7,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"91,3120000000000000000",2006-12-31 00:00:00
256,2007,7,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"8,8725000000000000000",2007-05-31 00:00:00
256,2007,7,Município,MG,3134004.0,ITINGA,Produtor,CAULIM,-,"1448,1090000000000000000",2007-05-31 00:00:00
256,2007,7,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"1122,7905000000000000000",2007-04-30 00:00:00
256,2007,7,Município,MG,3134004.0,ITINGA,Produtor,ESPODUMÊNIO,-,"1122,7905000000000000000",2007-04-30 00:00:00
256,2007,7,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"10463,1150000000000000000",2007-05-31 00:00:00
256,2007,7,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"1983,1110000000000000000",2007-04-30 00:00:00
256,2007,7,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"1175,9085000000000000000",2007-05-31 00:00:00
256,2007,7,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"1059,6820000000000000000",2007-04-30 00:00:00
256,2007,7,Município,MG,3103405.0,ARAÇUAÍ,Produtor,GRANITO,-,"789,3145000000000000000",2007-05-31 00:00:00
256,2007,7,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"149,8250000000000000000",2007-05-31 00:00:00
256,2007,7,Município,MG,3134004.0,ITINGA,Produtor,MINÉRIO DE OURO,-,"13,2600000000000000000",2007-05-31 00:00:00
258,2007,8,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"193,3555000000000000000",2007-05-31 00:00:00
258,2007,8,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"8,8725000000000000000",2007-06-30 00:00:00
258,2007,8,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"1306,1815000000000000000",2007-05-31 00:00:00
258,2007,8,Município,MG,3134004.0,ITINGA,Produtor,ESPODUMÊNIO,-,"1306,1815000000000000000",2007-05-31 00:00:00
258,2007,8,Município,MG,3148707.0,PEDRA AZUL,Produtor,GRAFITA,-,"36615,3515000000000000000",2007-05-31 00:00:00
258,2007,8,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"8058,5375000000000000000",2007-06-30 00:00:00
258,2007,8,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"943,0265000000000000000",2007-05-31 00:00:00
258,2007,8,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,GRANITO,-,"901,7320000000000000000",2007-04-30 00:00:00
258,2007,8,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,GRANITO,-,"686,9525000000000000000",2007-01-31 00:00:00
258,2007,8,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,GRANITO,-,"569,5170000000000000000",2007-03-31 00:00:00
258,2007,8,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"539,2530000000000000000",2007-05-31 00:00:00
258,2007,8,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,GRANITO,-,"401,4335000000000000000",2007-05-31 00:00:00
258,2007,8,Município,MG,3103405.0,ARAÇUAÍ,Produtor,GRANITO,-,"16,2110000000000000000",2007-06-30 00:00:00
258,2007,8,Município,MG,3134004.0,ITINGA,Produtor,MINÉRIO DE OURO,-,"30,7840000000000000000",2007-06-30 00:00:00
260,2007,9,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"223,2815000000000000000",2007-06-30 00:00:00
260,2007,9,Município,MG,3134004.0,ITINGA,Produtor,CAULIM,-,"121,2705000000000000000",2007-07-31 00:00:00
260,2007,9,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"2305,3875000000000000000",2007-06-30 00:00:00
260,2007,9,Município,MG,3148707.0,PEDRA AZUL,Produtor,GRAFITA,-,"32304,6750000000000000000",2007-06-30 00:00:00
260,2007,9,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"6039,4945000000000000000",2007-07-31 00:00:00
260,2007,9,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"1633,5735000000000000000",2007-07-31 00:00:00
260,2007,9,Município,MG,3103405.0,ARAÇUAÍ,Produtor,GRANITO,-,"948,1485000000000000000",2007-07-31 00:00:00
260,2007,9,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"930,6570000000000000000",2007-06-30 00:00:00
260,2007,9,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"541,3525000000000000000",2007-06-30 00:00:00
260,2007,9,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"290,5760000000000000000",2007-06-30 00:00:00
260,2007,9,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"174,5445000000000000000",2007-07-31 00:00:00
260,2007,9,Município,MG,3134004.0,ITINGA,Produtor,MINÉRIO DE OURO,-,"61,3470000000000000000",2007-07-31 00:00:00
262,2007,10,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"184,8795000000000000000",2007-07-31 00:00:00
262,2007,10,Município,MG,3134004.0,ITINGA,Produtor,ESPODUMÊNIO,-,"803,9980000000000000000",2007-07-31 00:00:00
262,2007,10,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"803,9980000000000000000",2007-07-31 00:00:00
262,2007,10,Município,MG,3134004.0,ITINGA,Produtor,FELDSPATO,-,"164,9570000000000000000",2007-08-31 00:00:00
262,2007,10,Município,MG,3148707.0,PEDRA AZUL,Produtor,GRAFITA,-,"35418,2010000000000000000",2007-07-31 00:00:00
262,2007,10,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"1007,9355000000000000000",2007-07-31 00:00:00
262,2007,10,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"317,5250000000000000000",2007-07-31 00:00:00
262,2007,10,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"225,0430000000000000000",2007-08-31 00:00:00
262,2007,10,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"45,2790000000000000000",2007-07-31 00:00:00
263,2007,10,Município,MG,3134004.0,ITINGA,Produtor,CAULIM,-,"165,0935000000000000000",2007-08-31 00:00:00
263,2007,10,Município,MG,3103405.0,ARAÇUAÍ,Produtor,GRANITO,-,"2104,3945000000000000000",2007-08-31 00:00:00
263,2007,10,Município,MG,3157005.0,SALINAS,Produtor,GRANITO,-,"927,2445000000000000000",2007-09-30 00:00:00
263,2007,10,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"622,6090000000000000000",2007-08-31 00:00:00
263,2007,10,Município,MG,3157005.0,SALINAS,Produtor,GRANITO,-,"460,7135000000000000000",2007-06-30 00:00:00
263,2007,10,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"384,2605000000000000000",2007-07-31 00:00:00
263,2007,10,Município,MG,3157005.0,SALINAS,Produtor,GRANITO,-,"305,9680000000000000000",2007-07-31 00:00:00
263,2007,10,Município,MG,3157005.0,SALINAS,Produtor,GRANITO,-,"180,6870000000000000000",2007-08-31 00:00:00
263,2007,10,Município,MG,3157005.0,SALINAS,Produtor,GRANITO,-,"158,8990000000000000000",2007-05-31 00:00:00
264,2007,11,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"157,8265000000000000000",2007-08-31 00:00:00
264,2007,11,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"8,8725000000000000000",2007-09-30 00:00:00
264,2007,11,Município,MG,3134004.0,ITINGA,Produtor,CAULIM,-,"443,7615000000000000000",2007-09-30 00:00:00
264,2007,11,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"2447,3345000000000000000",2007-08-31 00:00:00
264,2007,11,Município,MG,3134004.0,ITINGA,Produtor,ESPODUMÊNIO,-,"2447,3345000000000000000",2007-08-31 00:00:00
264,2007,11,Município,MG,3134004.0,ITINGA,Produtor,FELDSPATO,-,"145,1450000000000000000",2007-09-30 00:00:00
264,2007,11,Município,MG,3148707.0,PEDRA AZUL,Produtor,GRAFITA,-,"36492,8785000000000000000",2007-08-31 00:00:00
264,2007,11,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"8613,9105000000000000000",2007-09-30 00:00:00
264,2007,11,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"2043,3140000000000000000",2007-09-30 00:00:00
264,2007,11,Município,MG,3103405.0,ARAÇUAÍ,Produtor,GRANITO,-,"1167,4845000000000000000",2007-09-30 00:00:00
264,2007,11,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"968,3505000000000000000",2007-08-31 00:00:00
264,2007,11,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"681,9345000000000000000",2007-08-31 00:00:00
265,2007,11,Município,MG,3141405.0,MEDINA,Produtor,CAULIM,-,"171,6845000000000000000",2007-10-31 00:00:00
266,2007,12,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"158,6325000000000000000",2007-09-30 00:00:00
266,2007,12,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"8,8725000000000000000",2007-10-31 00:00:00
266,2007,12,Município,MG,3134004.0,ITINGA,Produtor,ESPODUMÊNIO,-,"1870,0565000000000000000",2007-09-30 00:00:00
266,2007,12,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"1870,0565000000000000000",2007-09-30 00:00:00
266,2007,12,Município,MG,3134004.0,ITINGA,Produtor,FELDSPATO,-,"134,1860000000000000000",2007-10-31 00:00:00
266,2007,12,Município,MG,3157005.0,SALINAS,Produtor,GNAISSE,-,"509,9835000000000000000",2007-11-28 00:00:00
266,2007,12,Município,MG,3148707.0,PEDRA AZUL,Produtor,GRAFITA,-,"36681,9440000000000000000",2007-09-30 00:00:00
266,2007,12,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"5260,8855000000000000000",2007-10-31 00:00:00
266,2007,12,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"4592,6985000000000000000",2007-10-31 00:00:00
266,2007,12,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"1015,3910000000000000000",2007-09-30 00:00:00
266,2007,12,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"1013,5515000000000000000",2007-10-31 00:00:00
266,2007,12,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"900,0225000000000000000",2007-09-30 00:00:00
266,2007,12,Município,MG,3103405.0,ARAÇUAÍ,Produtor,GRANITO,-,"603,8435000000000000000",2007-10-31 00:00:00
266,2007,12,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"19,7795000000000000000",2007-09-30 00:00:00
267,2007,12,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"8,8725000000000000000",2007-11-30 00:00:00
267,2007,12,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"899,6650000000000000000",2007-10-31 00:00:00
268,2007,12,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"8252,6210000000000000000",2007-11-30 00:00:00
268,2007,12,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"134,6540000000000000000",2007-10-31 00:00:00
269,2008,1,Município,MG,3134004.0,ITINGA,Produtor,ESPODUMÊNIO,-,"3164,2000000000000000000",2007-10-31 00:00:00
269,2008,1,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"3164,2000000000000000000",2007-10-31 00:00:00
269,2008,1,Município,MG,3134004.0,ITINGA,Produtor,FELDSPATO,-,"224,3930000000000000000",2007-11-30 00:00:00
269,2008,1,Município,MG,3157005.0,SALINAS,Produtor,GNAISSE,-,"259,6425000000000000000",2007-11-30 00:00:00
269,2008,1,Município,MG,3157005.0,SALINAS,Produtor,GNAISSE,-,"122,5705000000000000000",2007-10-31 00:00:00
269,2008,1,Município,MG,3148707.0,PEDRA AZUL,Produtor,GRAFITA,-,"38325,4690000000000000000",2007-10-31 00:00:00
269,2008,1,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"2183,7140000000000000000",2007-11-30 00:00:00
269,2008,1,Município,MG,3157005.0,SALINAS,Produtor,GRANITO,-,"1663,9415000000000000000",2007-11-30 00:00:00
269,2008,1,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"1092,7150000000000000000",2007-10-31 00:00:00
269,2008,1,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"454,0380000000000000000",2007-10-31 00:00:00
269,2008,1,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"154,3425000000000000000",2007-11-30 00:00:00
269,2008,1,Município,MG,3139201.0,MALACACHETA,Produtor,TURMALINA,-,"54,6000000000000000000",2007-11-30 00:00:00
270,2008,1,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"8,8725000000000000000",2007-12-31 00:00:00
271,2008,2,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"142,8180000000000000000",2007-11-30 00:00:00
271,2008,2,Município,MG,3134004.0,ITINGA,Produtor,ESPODUMÊNIO,-,"3446,9305000000000000000",2007-11-30 00:00:00
271,2008,2,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"3446,9305000000000000000",2007-11-30 00:00:00
271,2008,2,Município,MG,3134004.0,ITINGA,Produtor,FELDSPATO,-,"254,9625000000000000000",2007-12-31 00:00:00
271,2008,2,Município,MG,3157005.0,SALINAS,Produtor,GNAISSE,-,"780,0650000000000000000",2007-12-31 00:00:00
271,2008,2,Município,MG,3157005.0,SALINAS,Produtor,GNAISSE,-,"509,9835000000000000000",2008-01-31 00:00:00
271,2008,2,Município,MG,3148707.0,PEDRA AZUL,Produtor,GRAFITA,-,"38723,2235000000000000000",2007-11-30 00:00:00
271,2008,2,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"6038,9485000000000000000",2007-12-31 00:00:00
271,2008,2,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"5017,9155000000000000000",2007-12-31 00:00:00
271,2008,2,Município,MG,3103405.0,ARAÇUAÍ,Produtor,GRANITO,-,"3360,1035000000000000000",2007-12-31 00:00:00
271,2008,2,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"827,1900000000000000000",2007-11-30 00:00:00
271,2008,2,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"589,8685000000000000000",2007-11-30 00:00:00
271,2008,2,Município,MG,3119500.0,CORONEL MURTA,Produtor,GRANITO,-,"311,4930000000000000000",2007-11-30 00:00:00
271,2008,2,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"47,9960000000000000000",2007-11-30 00:00:00
272,2008,3,Município,MG,3168606.0,TEÓFILO OTONI,Produtor,ARGILA,-,"8,8725000000000000000",2008-01-31 00:00:00
272,2008,3,Município,MG,3134004.0,ITINGA,Produtor,ESPODUMÊNIO,-,"805,3305000000000000000",2007-12-31 00:00:00
272,2008,3,Município,MG,3103405.0,ARAÇUAÍ,Produtor,ESPODUMÊNIO,-,"805,3305000000000000000",2007-12-31 00:00:00
272,2008,3,Município,MG,3134004.0,ITINGA,Produtor,FELDSPATO,-,"67,6780000000000000000",2008-01-31 00:00:00
272,2008,3,Município,MG,3157005.0,SALINAS,Produtor,GNAISSE,-,"832,6045000000000000000",2008-01-31 00:00:00
272,2008,3,Município,MG,3157005.0,SALINAS,Produtor,GNAISSE,-,"509,9835000000000000000",2008-02-29 00:00:00
272,2008,3,Município,MG,3148707.0,PEDRA AZUL,Produtor,GRAFITA,-,"27789,5800000000000000000",2007-12-31 00:00:00
272,2008,3,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"9403,0885000000000000000",2008-01-31 00:00:00
272,2008,3,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"5144,2495000000000000000",2008-01-31 00:00:00
272,2008,3,Município,MG,3103405.0,ARAÇUAÍ,Produtor,GRANITO,-,"4606,8295000000000000000",2008-01-31 00:00:00
272,2008,3,Município,MG,3157005.0,SALINAS,Produtor,GRANITO,-,"3715,6795000000000000000",2007-12-31 00:00:00
272,2008,3,Município,MG,3134004.0,ITINGA,Produtor,GRANITO,-,"769,1515000000000000000",2007-12-31 00:00:00
272,2008,3,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"731,3670000000000000000",2007-12-31 00:00:00
272,2008,3,Município,MG,3119500.0,CORONEL MURTA,Produtor,GRANITO,-,"567,7555000000000000000",2007-12-31 00:00:00
272,2008,3,Município,MG,3141405.0,MEDINA,Produtor,GRANITO,-,"124,1695000000000000000",2007-12-31 00:00:00
272,2008,3,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"89,6090000000000000000",2008-01-31 00:00:00
273,2008,3,Município,MG,3133303.0,ITAOBIM,Produtor,GRANITO,-,"356,1285000000000000000",2008-01-31 00:00:00
273,2008,3,Município,MG,3119500.0,CORONEL MURTA,Produtor,QUARTZO,-,"43,6605000000000000000",2007-04-30 00:00:00
273,2008,3,Município,MG,3119500.0,CORONEL MURTA,Produtor,TURMALINA,-,"14,8785000000000000000",2007-10-31 00:00:00
